transaction_id,user_id,amount,merchant_id,device_type,location,timestamp,is_fraud
TXN00000107,U00552,3.3,M084,Mobile,BR,2023-01-01 16:27:00,0
TXN00000108,U00045,10.88,M073,Mobile,DE,2023-01-01 16:30:00,0
TXN00000109,U00273,23.55,M023,Desktop,AU,2023-01-01 16:44:00,0
TXN00000110,U00382,13.07,M051,Desktop,MX,2023-01-01 16:46:00,0
TXN00000111,U00399,26.82,M040,Desktop,CA,2023-01-01 16:46:00,0
TXN00000112,U00337,6.4,M085,Desktop,IN,2023-01-01 17:02:00,0
TXN00000113,U00774,9.99,M024,Tablet,BR,2023-01-01 17:16:00,0
TXN00000114,U00335,6.34,M046,Mobile,BR,2023-01-01 17:27:00,0
TXN00000115,U00099,189.41,M004,Tablet,FR,2023-01-01 17:31:00,0
TXN00000116,U00094,12.54,M015,Tablet,FR,2023-01-01 17:55:00,0
TXN00000117,U00207,40.82,M077,Mobile,IN,2023-01-01 18:09:00,0
TXN00000118,U00505,16.15,M049,Tablet,IN,2023-01-01 18:11:00,0
TXN00000119,U00299,273.49,M083,Mobile,IN,2023-01-01 18:14:00,0
TXN00000120,U00296,7.49,M026,Mobile,FR,2023-01-01 18:37:00,0
TXN00000121,U00621,6.12,M011,Mobile,FR,2023-01-01 18:40:00,0
TXN00000122,U00533,37.19,M034,Tablet,DE,2023-01-01 18:43:00,0
TXN00000123,U00672,9.93,M012,Tablet,UK,2023-01-01 18:59:00,0
TXN00000124,U00536,39.86,M020,Mobile,UK,2023-01-01 19:00:00,0
TXN00000125,U00519,3134.17,M078,Desktop,IN,2023-01-01 19:03:00,1
TXN00000126,U00533,256.05,M036,Tablet,IN,2023-01-01 19:04:00,0
TXN00000127,U00526,22.26,M058,Tablet,DE,2023-01-01 19:43:00,0
TXN00000128,U00747,29.12,M033,Tablet,AU,2023-01-01 20:02:00,0
TXN00000129,U00994,7.86,M099,Desktop,BR,2023-01-01 20:06:00,0
TXN00000130,U00032,27.53,M010,Tablet,FR,2023-01-01 20:12:00,0
TXN00000131,U00268,1210.4,M010,Desktop,FR,2023-01-01 20:36:00,1
TXN00000132,U00977,12.46,M069,Mobile,FR,2023-01-01 20:42:00,0
TXN00000133,U00492,5.53,M001,Tablet,US,2023-01-01 20:48:00,0
TXN00000134,U00671,6.47,M029,Tablet,UK,2023-01-01 20:55:00,0
TXN00000135,U00787,21.26,M025,Desktop,CA,2023-01-01 20:56:00,0
TXN00000136,U00494,18.53,M085,Mobile,MX,2023-01-01 20:58:00,0
TXN00000137,U00106,14.38,M066,Desktop,CA,2023-01-01 21:09:00,0
TXN00000138,U00173,38.31,M093,Desktop,CA,2023-01-01 21:18:00,0
TXN00000139,U00039,267.18,M025,Tablet,BR,2023-01-01 21:21:00,0
TXN00000140,U00816,16.29,M044,Mobile,BR,2023-01-01 21:23:00,0
TXN00000141,U00598,8.68,M028,Mobile,JP,2023-01-01 21:25:00,0
TXN00000142,U00728,93.49,M058,Mobile,MX,2023-01-01 21:27:00,0
TXN00000143,U00081,35.27,M086,Desktop,UK,2023-01-01 21:31:00,0
TXN00000144,U00745,28.28,M030,Desktop,AU,2023-01-01 22:03:00,0
TXN00000145,U00887,16.78,M076,Tablet,FR,2023-01-01 22:10:00,0
TXN00000146,U00732,13.47,M092,Tablet,JP,2023-01-01 22:11:00,0
TXN00000147,U00992,1507.11,M004,Desktop,IN,2023-01-01 22:24:00,1
TXN00000148,U00133,63.07,M097,Mobile,DE,2023-01-01 22:30:00,0
TXN00000149,U00256,44.88,M025,Mobile,FR,2023-01-01 22:43:00,0
TXN00000150,U00420,33.52,M074,Mobile,FR,2023-01-01 22:51:00,0
TXN00000151,U00264,9.06,M016,Desktop,US,2023-01-01 22:53:00,0
TXN00000152,U00147,4.4,M084,Desktop,CA,2023-01-01 22:53:00,0
TXN00000153,U00883,9.08,M036,Tablet,AU,2023-01-01 22:57:00,0
TXN00000154,U00115,22.02,M098,Desktop,BR,2023-01-01 23:00:00,0
TXN00000155,U00649,34.3,M082,Tablet,DE,2023-01-01 23:01:00,0
TXN00000156,U00754,26.64,M037,Mobile,DE,2023-01-01 23:06:00,0
TXN00000157,U00783,115.18,M013,Desktop,CA,2023-01-01 23:09:00,0
TXN00000158,U00122,248.22,M091,Desktop,US,2023-01-01 23:44:00,0
TXN00000159,U00806,7.77,M067,Desktop,BR,2023-01-01 23:46:00,0
TXN00000160,U00190,63.35,M048,Tablet,IN,2023-01-01 23:49:00,0
TXN00000161,U00649,11.2,M014,Desktop,UK,2023-01-02 00:22:00,0
TXN00000162,U00862,21.4,M075,Mobile,UK,2023-01-02 00:24:00,0
TXN00000163,U00353,41.57,M075,Mobile,IN,2023-01-02 00:26:00,0
TXN00000164,U00844,23.97,M027,Tablet,UK,2023-01-02 00:27:00,0
TXN00000165,U00971,126.25,M063,Desktop,BR,2023-01-02 00:35:00,0
TXN00000166,U00794,8.28,M071,Desktop,CA,2023-01-02 00:53:00,0
TXN00000167,U00671,15.24,M060,Desktop,MX,2023-01-02 00:58:00,0
TXN00000168,U00435,11.57,M077,Tablet,US,2023-01-02 01:05:00,0
TXN00000169,U00682,15.9,M097,Desktop,US,2023-01-02 01:14:00,0
TXN00000170,U00262,28.66,M083,Tablet,IN,2023-01-02 01:23:00,0
TXN00000171,U00058,33.5,M079,Desktop,DE,2023-01-02 01:24:00,0
TXN00000172,U00573,17.1,M074,Tablet,AU,2023-01-02 01:24:00,0
TXN00000173,U00652,279.33,M089,Mobile,FR,2023-01-02 01:33:00,0
TXN00000174,U00606,7.98,M058,Desktop,IN,2023-01-02 01:36:00,0
TXN00000175,U00379,9.22,M026,Tablet,UK,2023-01-02 01:41:00,0
TXN00000176,U00734,31.6,M035,Mobile,DE,2023-01-02 01:41:00,0
TXN00000177,U00415,14.12,M010,Tablet,FR,2023-01-02 01:51:00,0
TXN00000178,U00888,21.37,M002,Desktop,FR,2023-01-02 02:02:00,0
TXN00000179,U00539,71.67,M076,Mobile,FR,2023-01-02 02:18:00,0
TXN00000180,U00662,14.71,M041,Tablet,CA,2023-01-02 02:27:00,0
TXN00000181,U00037,23.38,M035,Desktop,CA,2023-01-02 02:50:00,0
TXN00000182,U00084,23.51,M013,Mobile,CA,2023-01-02 03:27:00,0
TXN00000183,U00007,6.87,M072,Mobile,BR,2023-01-02 03:28:00,0
TXN00000184,U00766,13.62,M055,Mobile,DE,2023-01-02 03:45:00,0
TXN00000185,U00805,8.53,M099,Mobile,JP,2023-01-02 03:46:00,0
TXN00000186,U00894,57.4,M021,Tablet,CA,2023-01-02 04:08:00,0
TXN00000187,U00934,42.41,M050,Mobile,AU,2023-01-02 04:18:00,0
TXN00000188,U00289,44.22,M027,Tablet,UK,2023-01-02 04:29:00,0
TXN00000189,U00770,2677.13,M093,Mobile,JP,2023-01-02 04:42:00,1
TXN00000190,U00872,39.39,M003,Tablet,DE,2023-01-02 04:45:00,0
TXN00000191,U00327,49.74,M022,Tablet,BR,2023-01-02 05:12:00,0
TXN00000192,U00131,5.31,M041,Desktop,MX,2023-01-02 05:20:00,0
TXN00000193,U00520,14.51,M046,Mobile,UK,2023-01-02 05:21:00,0
TXN00000194,U00268,0.84,M045,Tablet,MX,2023-01-02 05:26:00,0
TXN00000195,U00285,16.17,M033,Tablet,US,2023-01-02 05:59:00,0
TXN00000196,U00700,89.04,M048,Mobile,CA,2023-01-02 06:12:00,0
TXN00000197,U00594,15.37,M087,Mobile,BR,2023-01-02 06:24:00,0
TXN00000198,U00451,38.64,M014,Tablet,FR,2023-01-02 06:41:00,0
TXN00000199,U00292,25.57,M067,Tablet,UK,2023-01-02 06:50:00,0
TXN00000200,U00802,4.32,M062,Mobile,US,2023-01-02 07:14:00,0
TXN00000201,U00569,74.04,M017,Mobile,CA,2023-01-02 07:29:00,0
TXN00000202,U00241,31.11,M045,Mobile,US,2023-01-02 07:46:00,0
TXN00000203,U00937,17.08,M077,Tablet,JP,2023-01-02 08:08:00,0
TXN00000204,U00529,23.18,M012,Tablet,US,2023-01-02 08:15:00,0
TXN00000205,U00664,181.81,M077,Desktop,IN,2023-01-02 08:27:00,0
TXN00000206,U00239,25.8,M013,Tablet,IN,2023-01-02 08:33:00,0
TXN00000207,U00558,25.31,M011,Mobile,US,2023-01-02 08:35:00,0
TXN00000208,U00683,7.41,M051,Mobile,FR,2023-01-02 08:37:00,0
TXN00000209,U00523,24.55,M080,Tablet,AU,2023-01-02 08:41:00,0
TXN00000210,U00884,15.68,M044,Tablet,UK,2023-01-02 08:56:00,0
TXN00000211,U00277,48.22,M077,Mobile,UK,2023-01-02 09:15:00,0
TXN00000212,U00616,19.56,M089,Tablet,IN,2023-01-02 09:19:00,0
TXN00000213,U00087,17.18,M057,Mobile,MX,2023-01-02 09:39:00,0
TXN00000214,U00388,14.87,M041,Tablet,CA,2023-01-02 09:44:00,0
TXN00000215,U00162,15.03,M097,Desktop,BR,2023-01-02 09:51:00,0
TXN00000216,U00867,42.06,M015,Mobile,BR,2023-01-02 09:52:00,0
TXN00000217,U00540,107.78,M058,Tablet,IN,2023-01-02 09:54:00,0
TXN00000218,U00856,7.26,M078,Desktop,CA,2023-01-02 10:13:00,0
TXN00000219,U00734,60.6,M014,Mobile,FR,2023-01-02 10:29:00,0
TXN00000220,U00542,34.48,M066,Desktop,AU,2023-01-02 10:37:00,0
TXN00000221,U00107,52.33,M036,Tablet,AU,2023-01-02 10:48:00,0
TXN00000222,U00584,19.72,M033,Mobile,BR,2023-01-02 10:48:00,0
TXN00000223,U00271,64.9,M025,Mobile,FR,2023-01-02 11:21:00,0
TXN00000224,U00787,189.56,M003,Desktop,AU,2023-01-02 11:21:00,0
TXN00000225,U00683,46.62,M053,Desktop,DE,2023-01-02 11:36:00,0
TXN00000226,U00562,2482.01,M059,Desktop,IN,2023-01-02 11:47:00,1
TXN00000227,U00105,4.16,M088,Mobile,BR,2023-01-02 12:13:00,0
TXN00000228,U00913,3.86,M009,Desktop,AU,2023-01-02 12:27:00,0
TXN00000229,U00566,13.64,M053,Mobile,IN,2023-01-02 12:43:00,0
TXN00000230,U00016,103.03,M024,Mobile,CA,2023-01-02 12:55:00,0
TXN00000231,U00022,19.75,M095,Tablet,CA,2023-01-02 13:14:00,0
TXN00000232,U00571,39.88,M045,Desktop,FR,2023-01-02 13:18:00,0
TXN00000233,U00956,4.03,M034,Tablet,UK,2023-01-02 14:04:00,0
TXN00000234,U00091,14.42,M010,Desktop,BR,2023-01-02 14:08:00,0
TXN00000235,U00100,10.16,M098,Tablet,AU,2023-01-02 14:23:00,0
TXN00000236,U00667,16.8,M010,Tablet,MX,2023-01-02 14:26:00,0
TXN00000237,U00978,12.04,M034,Mobile,JP,2023-01-02 14:39:00,0
TXN00000238,U00105,26.02,M014,Mobile,FR,2023-01-02 14:53:00,0
TXN00000239,U00323,222.48,M082,Mobile,IN,2023-01-02 14:54:00,0
TXN00000240,U00469,17.22,M048,Desktop,IN,2023-01-02 14:55:00,0
TXN00000241,U00495,20.23,M038,Desktop,AU,2023-01-02 15:02:00,0
TXN00000242,U00866,9.78,M001,Tablet,MX,2023-01-02 15:11:00,0
TXN00000243,U00975,55.12,M058,Mobile,JP,2023-01-02 15:19:00,0
TXN00000244,U00901,36.74,M055,Desktop,BR,2023-01-02 15:23:00,0
TXN00000245,U00826,2.01,M047,Tablet,MX,2023-01-02 15:29:00,0
TXN00000246,U00891,209.44,M057,Mobile,MX,2023-01-02 15:35:00,0
TXN00000247,U00860,9.5,M007,Desktop,BR,2023-01-02 16:11:00,0
TXN00000248,U00302,97.62,M077,Tablet,CA,2023-01-02 16:28:00,0
TXN00000249,U00215,32.52,M030,Desktop,MX,2023-01-02 17:26:00,0
TXN00000250,U00685,1753.22,M018,Mobile,US,2023-01-02 17:40:00,1
TXN00000251,U00423,5.02,M099,Tablet,US,2023-01-02 17:41:00,0
TXN00000252,U00354,14.83,M029,Desktop,US,2023-01-02 18:09:00,0
TXN00000253,U00128,13.34,M060,Desktop,JP,2023-01-02 18:32:00,0
TXN00000254,U00512,9.37,M076,Mobile,CA,2023-01-02 18:37:00,0
TXN00000255,U00758,12.69,M003,Desktop,UK,2023-01-02 18:51:00,0
TXN00000256,U00013,2194.73,M097,Mobile,JP,2023-01-02 18:55:00,1
TXN00000257,U00203,13.34,M039,Mobile,FR,2023-01-02 18:59:00,0
TXN00000258,U00974,31.32,M063,Desktop,MX,2023-01-02 19:13:00,0
TXN00000259,U00305,2.64,M013,Mobile,CA,2023-01-02 19:17:00,0
TXN00000260,U00767,17.88,M072,Desktop,MX,2023-01-02 19:25:00,0
TXN00000261,U00830,12.75,M069,Desktop,DE,2023-01-02 19:34:00,0
TXN00000262,U00670,10.22,M060,Tablet,BR,2023-01-02 19:47:00,0
TXN00000263,U00001,13.5,M059,Tablet,UK,2023-01-02 19:52:00,0
TXN00000264,U00544,11.0,M019,Desktop,AU,2023-01-02 20:03:00,0
TXN00000265,U00053,36.53,M034,Tablet,MX,2023-01-02 20:08:00,0
TXN00000266,U00788,8.55,M017,Desktop,MX,2023-01-02 20:10:00,0
TXN00000267,U00852,21.22,M078,Mobile,US,2023-01-02 20:15:00,0
TXN00000268,U00905,18.69,M067,Tablet,DE,2023-01-02 20:38:00,0
TXN00000269,U00371,4.61,M093,Mobile,DE,2023-01-02 20:55:00,0
TXN00000270,U00823,103.67,M008,Mobile,CA,2023-01-02 20:58:00,0
TXN00000271,U00148,4.58,M095,Tablet,FR,2023-01-02 21:09:00,0
TXN00000272,U00144,64.53,M066,Tablet,AU,2023-01-02 21:26:00,0
TXN00000273,U00540,15.77,M010,Mobile,FR,2023-01-02 21:32:00,0
TXN00000274,U00104,3.03,M011,Tablet,US,2023-01-02 21:34:00,0
TXN00000275,U00848,673.95,M062,Tablet,BR,2023-01-02 21:34:00,1
TXN00000276,U00085,61.89,M062,Tablet,US,2023-01-02 21:35:00,0
TXN00000277,U00866,1.09,M025,Tablet,BR,2023-01-02 21:52:00,0
TXN00000278,U00125,12.32,M033,Mobile,JP,2023-01-02 22:18:00,0
TXN00000279,U00178,16.06,M071,Mobile,CA,2023-01-02 22:45:00,0
TXN00000280,U00876,14.86,M089,Tablet,UK,2023-01-02 22:46:00,0
TXN00000281,U00861,15.18,M024,Tablet,UK,2023-01-02 23:03:00,0
TXN00000282,U00912,245.49,M091,Tablet,IN,2023-01-02 23:30:00,0
TXN00000283,U00820,29.36,M079,Desktop,FR,2023-01-02 23:50:00,0
TXN00000284,U00524,13.27,M066,Desktop,IN,2023-01-02 23:56:00,0
TXN00000285,U00120,4.6,M012,Tablet,JP,2023-01-03 00:04:00,0
TXN00000286,U00335,9.61,M090,Tablet,JP,2023-01-03 00:30:00,0
TXN00000287,U00661,3304.36,M052,Desktop,IN,2023-01-03 00:37:00,1
TXN00000288,U00732,16.23,M048,Mobile,UK,2023-01-03 00:40:00,0
TXN00000289,U00236,9.2,M062,Tablet,JP,2023-01-03 01:09:00,0
TXN00000290,U00772,6.08,M034,Tablet,DE,2023-01-03 01:33:00,0
TXN00000291,U00833,21.54,M030,Desktop,CA,2023-01-03 01:33:00,0
TXN00000292,U00720,8.04,M012,Mobile,FR,2023-01-03 02:05:00,0
TXN00000293,U00417,41.72,M033,Desktop,AU,2023-01-03 02:26:00,0
TXN00000294,U00327,15.97,M056,Tablet,CA,2023-01-03 02:26:00,0
TXN00000295,U00361,52.03,M010,Tablet,BR,2023-01-03 02:28:00,0
TXN00000296,U00199,38.02,M060,Tablet,US,2023-01-03 02:38:00,0
TXN00000297,U00555,323.77,M083,Mobile,AU,2023-01-03 03:12:00,0
TXN00000298,U00230,17.57,M010,Desktop,US,2023-01-03 03:38:00,0
TXN00000299,U00522,21.79,M083,Mobile,CA,2023-01-03 03:47:00,0
TXN00000300,U00665,6.25,M037,Desktop,IN,2023-01-03 04:00:00,0
TXN00000301,U00076,41.88,M063,Desktop,US,2023-01-03 04:11:00,0
TXN00000302,U00387,26.63,M071,Tablet,AU,2023-01-03 04:15:00,0
TXN00000303,U00902,16.55,M069,Tablet,CA,2023-01-03 04:18:00,0
TXN00000304,U00380,35.39,M041,Desktop,UK,2023-01-03 04:25:00,0
TXN00000305,U00830,29.03,M015,Desktop,MX,2023-01-03 04:49:00,0
TXN00000306,U00841,33.12,M092,Tablet,DE,2023-01-03 04:53:00,0
TXN00000307,U00983,54.97,M019,Tablet,MX,2023-01-03 05:08:00,0
TXN00000308,U00538,36.66,M029,Tablet,US,2023-01-03 05:09:00,0
TXN00000309,U00285,19.42,M060,Mobile,AU,2023-01-03 05:19:00,0
TXN00000310,U00129,96.32,M075,Desktop,FR,2023-01-03 05:35:00,0
TXN00000311,U00843,24.72,M077,Mobile,JP,2023-01-03 05:43:00,0
TXN00000312,U00646,4.92,M057,Tablet,CA,2023-01-03 05:45:00,0
TXN00000313,U00859,11.0,M033,Desktop,FR,2023-01-03 05:55:00,0
TXN00000314,U00978,33.11,M014,Mobile,US,2023-01-03 06:02:00,0
TXN00000315,U00836,10.73,M075,Desktop,US,2023-01-03 06:22:00,0
TXN00000316,U00023,23.28,M016,Mobile,FR,2023-01-03 06:34:00,0
TXN00000317,U00776,5.39,M025,Desktop,US,2023-01-03 06:35:00,0
TXN00000318,U00850,18.16,M011,Desktop,US,2023-01-03 06:50:00,0
TXN00000319,U00114,17.6,M019,Desktop,CA,2023-01-03 06:58:00,0
TXN00000320,U00622,3680.9,M100,Desktop,IN,2023-01-03 07:09:00,1
TXN00000321,U00991,5.84,M092,Tablet,DE,2023-01-03 07:15:00,0
TXN00000322,U00482,45.94,M062,Desktop,US,2023-01-03 07:50:00,0
TXN00000323,U00909,209.98,M046,Tablet,BR,2023-01-03 07:52:00,0
TXN00000324,U00614,14.92,M023,Desktop,DE,2023-01-03 08:09:00,0
TXN00000325,U00359,3.67,M015,Tablet,US,2023-01-03 08:10:00,0
TXN00000326,U00238,49.05,M093,Desktop,JP,2023-01-03 08:12:00,0
TXN00000327,U00725,6.42,M014,Desktop,AU,2023-01-03 08:36:00,0
TXN00000328,U00786,2531.36,M028,Desktop,US,2023-01-03 08:58:00,1
TXN00000329,U00039,51.44,M027,Tablet,IN,2023-01-03 09:22:00,0
TXN00000330,U00854,28.68,M061,Mobile,DE,2023-01-03 09:35:00,0
TXN00000331,U00729,5.8,M027,Mobile,BR,2023-01-03 09:38:00,0
TXN00000332,U00710,50.85,M049,Mobile,DE,2023-01-03 09:51:00,0
TXN00000333,U00743,1667.64,M086,Desktop,MX,2023-01-03 10:01:00,1
TXN00000334,U00171,121.68,M090,Tablet,US,2023-01-03 10:05:00,0
TXN00000335,U00337,15.63,M038,Mobile,IN,2023-01-03 10:23:00,0
TXN00000336,U00242,9.43,M082,Desktop,CA,2023-01-03 10:28:00,0
TXN00000337,U00995,34.17,M069,Mobile,MX,2023-01-03 10:42:00,0
TXN00000338,U00982,19.23,M015,Desktop,FR,2023-01-03 10:53:00,0
TXN00000339,U00367,225.37,M027,Mobile,UK,2023-01-03 10:54:00,0
TXN00000340,U00578,43.42,M053,Tablet,AU,2023-01-03 11:36:00,0
